route_id,nombre_punto_interes,lat,long,val_descripcion,cast_descripcion,eng_descripcion,images
9,El Parterre,-0.3705834,39.47189,"El personatge de Don Andrés ha arribat a València per a convéncer Rafael Brull perquè no se’n vaja amb la seua estimada Leonora: això seria un gran desprestigi per a la família. Mentre el protagonista de la novel·la està confós per este argument, el seu passeig per la ciutat els conduïx fins al Parterre. En el nostre itinerari accedirem a estos jardins, construïts cap a 1850, pel carrer de la Nau.El Parterre ocupa el centre de la plaça d’Alfons el Magnànim i, no obstant això, la figura que s’alça sobre l’alt pedestal és la del rei Jaume I el Conqueridor. Es tracta d’una estàtua eqüestre, modelada a l’estil del romanticisme historicista, en la qual l’actitud del monarca guiant el seu exèrcit atrau l’atenció del personatge novel·lesc i de tots aquells que la contemplen. Al cap i a la fi, esta era la intenció amb què es va promoure el projecte d’esculpir la imatge: commemorar el sisé centenari de la mort del rei, en 1276. A pesar d’això, la realització de l’escultura, després de ser encomanada a Agapit Vallmitjana, es va demorar diversos anys per falta de recursos econòmics per a sufragar-la. Col·locada en el seu lloc al juliol de 1891, en la seua elaboració es van fondre cinc canons i un obús que es trobaven al castell de Peníscola.","El personaje de Don Andrés ha llegado a València para convencer Rafael Brull porque no se vaya con su estimada Leonora: esto sería un gran desprestigio para la familia. Mientras el protagonista de la novela está confundido por este argumento, su paseo por la ciudad los conduce hasta el Parterre. En nuestro itinerario accederemos a estos jardines, construidos hacia 1850, por la calle de la Nave. El Parterre ocupa el centro de la plaza de Alfonso el Magnánimo y, sin embargo, la figura que se levanta sobre el alto pedestal es la del rey Jaime I el Conquistador. Se trata de una estatua ecuestre, modelada al estilo del romanticismo historicista, en la cual la actitud del monarca guiando su ejército atrae la atención del personaje novelesco y de todos aquellos que la contemplan. Al fin y al cabo, esta era la intención con que se promovió el proyecto de esculpir la imagen: conmemorar el sexto centenario de la muerte del rey, en 1276. A pesar de esto, la realización de la escultura, después de ser encomendada a Agapit Vallmitjana, se demoró varios años por falta de recursos económicos para sufragarla. Colocada en su lugar en julio de 1891, en su elaboración se fundieron cinco cañones y un obús que se encontraban en el castillo de Peñíscola.","The character of Don Andrés has arrived in València to convince Rafael Brull not to leave with his esteemed Leonora: this would be a great discredit for the family. While the protagonist of the novel is confused by this argument, his walk through the city leads them to the Parterre. On our itinerary we will access these gardens, built around 1850, through Calle de la Nave. The Parterre occupies the center of the Plaza de Alfonso el Magnanimous, and yet the figure that stands on the high pedestal is that of King Jaime I the Conqueror. It is an equestrian statue, modeled in the style of historicist romanticism, in which the attitude of the monarch leading his army attracts the attention of the fictional character and of all those who contemplate it. In the end,sixth centenary of the kings death, in 1276. Despite this, the realization of the sculpture, after being entrusted to Agapit Vallmitjana, was delayed for several years due to lack of financial resources to pay for it. Placed in its place in July 1891, in its elaboration five cannons and a howitzer that were in the castle of Peñíscola were melted down.",['https://doc-0g-7k-mymaps.googleusercontent.com/untrusted/hostedimage/ou6c6r4ot251igcmt16atv0meo/8pmmbirbjlnuo6rh74ckdbs6q0/1657904400000/fVG0_v5bgk0pZ7uPHCGOPpdQPUPHkrKH/*/6AFzc1vb-cbdO03wR0bHwvY0NHWrYtg2soua5Bx5ZVZi-Im_cyhaQrCHvsANevlsmTA-l5gE_9i7lxnpkynSaBgDnlllpWwQ32ZeMBKNu3NtgCiLnkW66NeE6RS_dHYjPUPX_M-bgfsXIg_bA234KsZLumnUjxwQJZhAE3FNTczP5lui9yrQKnaR427Ka-dpui5Do1OM?session=0&fife']
9,Pont del Real,-0.3689963,39.476196,"Prosseguint el seu arbitrari passeig, Rafael i Don Andrés deixaven arrere els jardins del Parterre i, girant pel carrer de la Pau (antiga de Peris i Valero), recorrien la plaça de Tetuan fins a donar amb el pont del Real.Este viaducte devia ser una de les eixides del recinte emmurallat de la ciutat. Per això, antigament també va ser denominat pont del Temple per la seua proximitat a la torre i porta del mateix nom (prèviament de Bab-el-Shadchar, on en l’actualitat se situen l’església i el palau del Temple). Això no obstant, es va perpetuar la denominació del Real per posar en contacte la ciutat amb el palau del mateix nom.El pont de pedra que hui coneixem es va acabar de construir a un ritme accelerat, en 1598, després que els antics de fusta i altres materials no hagueren pogut resistir les envestides de successives riuades o que, com va ocórrer en 1528, el pes de la gran quantitat de gent que va acudir a rebre el rei Carles I provocara la seua solsida.El del Real té deu arcs i està adornat amb dos casalicis amb les escultures de sant Vicent Ferrer i sant Vicent Màrtir, realitzades a començament del segle xvii per Vicent Leonart Esteve i que van ser substituïdes per altres idèntiques en resultar severament danyades durant la Guerra Civil. Així mateix, en 1801 es va alçar una porta del Real d’estil neoclàssic, enderrocada sis dècades després juntament amb les muralles, i de la qual és una rèplica l’actual porta de la Mar.","Prosiguiendo su arbitrario paseo, Rafael y Don Andrés dejaban atrás los jardines del Parterre y, girando por la calle de la Pau (antigua de Peris y Valero), recorrían la plaza de Tetuán hasta dar con el puente del Real. Este viaducto debía de ser una de las salidas del recinto amurallado de la ciudad. Por eso, antiguamente también fue denominado puente del Temple por su proximidad en la torre y puerta del mismo nombre (previamente de Bab-el-Shadchar, donde en la actualidad se sitúan la iglesia y el palacio del Temple). No obstante, se perpetuó la denominación del Real para poner en contacto la ciudad con el palacio del mismo nombre. El puente de piedra que hoy conocemos se acabó de construir a un ritmo acelerado, en 1598, después de que los antiguos de madera y otros materiales no hubieron podido resistir las embestidas de sucesivas riadas o que, como ocurrió en 1528, el peso de la gran cantidad de gente que acudió a recibir el rey Carlos I provocara su derrumbe. Lo del Real tiene diez arcos y está adornado con dos casalicis con las esculturas de san Vicent Ferrer y san Vicent Màrtir, realizadas a comienzo del siglo xvii por Vicent Leonart Esteve y que fueron sustituidas por otras idénticas al resultar severamente dañadas durante la Guerra Civil. Así mismo, en 1801 se levantó una puerta del Real de estilo neoclásico, derrocada seis décadas después junto con las murallas, y de la cual es una réplica la actual puerta del Mar.","Continuing their arbitrary walk, Rafael and Don Andrés left the Parterre gardens behind and, turning down Calle de la Pau (formerly Peris y Valero), crossed Plaza de Tetuán until they came upon the Puente del Real. This viaduct must have been one of the exits from the walled area of ​​the city. For this reason, it was also formerly called the Temple Bridge due to its proximity to the tower and gate of the same name (previously Bab-el-Shadchar, where the Temple church and palace are currently located). However, the Real denomination was perpetuated to put the city in contact with the palace of the same name. The stone bridge that we know today was completed at an accelerated pace, in 1598, after the old ones made of wood and other materials had not been able to resist the onslaught of successive floods or that, as happened in 1528, the weight of the large number of people who came to receive King Carlos I caused it to collapse. Lo del Real has ten arches and is adorned with two casalicis with the sculptures of San Vicent Ferrer and San Vicent Màrtir, made at the beginning of the 17th century by Vicent Leonart Esteve and which were replaced by other identical ones when they were severely damaged during the Civil War. Likewise, in 1801 a neoclassical Puerta del Real was built, overthrown six decades later along with the walls, and of which the current Puerta del Mar is a replica. Lo del Real has ten arches and is adorned with two casalicis with the sculptures of San Vicent Ferrer and San Vicent Màrtir, made at the beginning of the 17th century by Vicent Leonart Esteve and which were replaced by other identical ones when they were severely damaged during the Civil War. Likewise, in 1801 a neoclassical Puerta del Real was built, overthrown six decades later along with the walls, and of which the current Puerta del Mar is a replica. Lo del Real has ten arches and is adorned with two casalicis with the sculptures of San Vicent Ferrer and San Vicent Màrtir, made at the beginning of the 17th century by Vicent Leonart Esteve and which were replaced by other identical ones when they were severely damaged during the Civil War. Likewise, in 1801 a neoclassical Puerta del Real was built, overthrown six decades later along with the walls, and of which the current Puerta del Mar is a replica.",['https://doc-08-7k-mymaps.googleusercontent.com/untrusted/hostedimage/ou6c6r4ot251igcmt16atv0meo/jpbapqfp9al6ijlstaoof18e40/1657904400000/fVG0_v5bgk0pZ7uPHCGOPpdQPUPHkrKH/*/6AFzc1vbGScCUoDBWIQsaPDTZvxYSiD4DJw4EYFJt4HL0s-ZVll4B3VPoKw-VmP_f9HLB9rT8f10xACF4KLEgdqgWH0qK94vwBYyLKjEpfZtQng98xDpsbfrsTmvjxicJQNdfgLe_aK7q5j8zbVSjpaGlGTZVUXuw5rvLK7AMtSuMoa9pOh7SRABshKanJKy6g_5vhmk?session=0&fife']
9,Albereda,-0.3663302,39.476032,"El final del trajecte de Rafael i Don Andrés desemboca en l’Albereda, escenari que, com s’indica en la novel·la, era del gust de la burgesia i la noblesa valenciana per a fer gala de la seua posició passejant en vistosos “carruatges”. Però l’Albereda és també un espai que remet immediatament a una València desapareguda. En els seus orígens es va conéixer com el Prat, transformat en 1677 en passeig amb tres fileres d’àlbers, i el que era el camí per a arribar des del mar al Palau Real havia sigut embellit amb noves millores a final del xvii. Més enllà de les reformes que s’han realitzat durant els segles, fins a arribar a la de l’arquitecte Javier Goerlich en 1932, interessa subratllar que l’atractiu d’esta zona situada en el marge esquerre del Túria girava entorn del Palau Real. Aquesta edificació, enderrocada en 1810, va ser en el segle xi lloc d’esbarjo o rahal d’Abd-al-Aziz. Però allí no solament es van allotjar monarques de la taifa valenciana. Amb les successives ampliacions i reedificacions hi van residir els reis de la corona aragonesa, els virreis o fins i tot va ser recinte on a final del xv va tindre la seu la Inquisició (aconseguint la seua època d’esplendor durant el regnat d’Alfons el Magnànim). En esta mateixa centúria, seguint la moda medieval recognoscible en diverses corts europees, en els jardins que envoltaven el palau (jardins del Real o de Vivers) s’havia reunit una col·lecció d’animals exòtics.","El final del trayecto de Rafael y Don Andrés desemboca en la Alameda, escenario que, como se indica en la novela, era del gusto de la burguesía y la nobleza valenciana para alardear de su posición paseando en vistosos “carruajes”. Pero la Alameda es también un espacio que remite inmediatamente en una València desaparecida. En sus orígenes se conoció como el Prat, transformado en 1677 en paseo con tres hileras de álamos, y el que era el camino para llegar desde el mar al Palacio Real había sido embellecido con nuevas mejoras a final del xvii. Más allá de las reformas que se han realizado durante los siglos, hasta llegar a la del arquitecto Javier Goerlich en 1932, interesa subrayar que el atractivo de esta zona situada en el margen izquierdo del Turia giraba en torno al Palacio Real. Aquesta edificación, derrocada en 1810, fue en el siglo xi lugar de recreo o rahal de Abd-al-Aziz. Pero allí no solo se alojaron monarcas de la taifa valenciana. Con las sucesivas ampliaciones y reedificaciones residieron los reyes de la corona aragonesa, los virreyes o incluso fue recinto dónde a final del xv tuvo la sede la Inquisición (consiguiendo su época de esplendor durante el reinado de Alfonso el Magnánimo). En esta misma centuria, siguiendo la moda medieval reconocible en varias cortes europeas, en los jardines que rodeaban el palacio (jardines del Real o de Viveros) se había reunido una colección de animales exóticos. ","The end of the journey of Rafael and Don Andrés ends at the Alameda, a setting that, as indicated in the novel, was liked by the Valencian bourgeoisie and nobility to boast of their position strolling in showy ""carriages"". But the Alameda is also a space that immediately refers to a disappeared València. Originally known as El Prat, it was transformed in 1677 into a promenade with three rows of poplars, and what was the path from the sea to the Royal Palace had been embellished with new improvements at the end of the 17th century. Beyond the reforms that have been carried out over the centuries, up to the architect Javier Goerlichs in 1932, it is interesting to underline that the attraction of this area located on the left bank of the Turia revolved around the Royal Palace. This building, demolished in 1810, In the 11th century it was a recreational place or rahal of Abd-al-Aziz. But not only monarchs of the Valencian Taifa stayed there. With the successive extensions and rebuildings, the kings of the Aragonese crown, the viceroys, or even it was the place where the Inquisition was based at the end of the 15th century (achieving its golden age during the reign of Alfonso the Magnanimous). In this same century, following the recognizable medieval fashion in various European courts, a collection of exotic animals had been gathered in the gardens surrounding the palace (Royal Gardens or Viveros Gardens). <img src=""https://doc-14-7k-mymaps.googleusercontent.","['https://doc-08-7k-mymaps.googleusercontent.com/untrusted/hostedimage/ou6c6r4ot251igcmt16atv0meo/5b5ti98sra42k1vtlqau7ancj8/1657904400000/fVG0_v5bgk0pZ7uPHCGOPpdQPUPHkrKH/*/6AFzc1vbVE5z2h05OTRtuuB0Fz-uMC4ind2uf60R9062yEdXI-J6ZvrxqAMEyXXbJHJIsDHlhMy4o0yq3w91OuwAGmjbucFninlIuMFUmj0PB5irkfA2KvX348joBkYwMEiiEXfOM2gJWbfJOxBdyCif1RIS7ILCXOq-Nih2gDFcpTobQ3ZNfUtWgTCstUAeJY8plyyI?session=0&fife', 'https://doc-14-7k-mymaps.googleusercontent.com/untrusted/hostedimage/ou6c6r4ot251igcmt16atv0meo/a3ugerr5rvv276qfngns31lku4/1657904400000/fVG0_v5bgk0pZ7uPHCGOPpdQPUPHkrKH/*/6AFzc1vZyzX1pHz_eskkYEwDQ_twZQQmpRJdBfmWBEmZW2lBhGEtF6mSUCT4ZzAllKGqWjPFhQ_dx6vFKB9vpbZLGAftxHUgtSXCx8Sujz0CEvYTvXEifF8_p8TRcRnfsDuq15pgjIdULDqyM-HD61_PBwRRlMtDA9K3yIyx33ANFUicJdA_RYgJVR9Nprga4Xbvh17M?session=0&fife']"
10,Església de Santa Catalina,-0.3763811,39.47396,"Arranquem el primer tram de la nostra ruta en un monument emblemàtic de València: l’Església de Santa Catalina, una de les primeres esglésies edificades en la ciutat després de la seua conquesta en 1238. Construïda en un estil gòtic mediterrani, posteriorment ha sigut objecte de diferents intervencions, entre les quals destaca la construcció de la seua famosa torre barroca.","Arrancamos el primer tramo de nuestra ruta en un monumento emblemático de València: la Iglesia de Santa Catalina, una de las primeras iglesias edificadas en la ciudad después de su conquista en 1238. Construida en un estilo gótico mediterráneo, posteriormente ha sido objeto de diferentes intervenciones, entre las cuales destaca la construcción de su famosa torre barroca.","We start the first section of our route in an emblematic monument of Valencia: the Church of Santa Catalina, one of the first churches built in the city after its conquest in 1238. Built in a Mediterranean Gothic style, it has subsequently been the subject of different interventions, among which the construction of its famous Baroque tower stands out.",None
10,Carrer de la Pau,-0.3746001,39.473618,"Enfront de Santa Catalina s’obri el Carrer de la Pau, una de les reformes urbanes més representatives del S. XIX a València, que comunica la Plaça de la Reina amb els Jardins de la Glorieta i la Parterre.","Frente a Santa Catalina se abre la Calle de la Pau, una de las reformas urbanas más representativas del S. XIX en València, que comunica la Plaza de la Reina con los Jardines de la Glorieta y la Parterre.","In front of Santa Catalina, Calle de la Pau opens, one of the most representative urban reforms of the 19th century in Valencia, which connects the Plaza de la Reina with the Gardens of the Glorieta and the Parterre.",None
10,Parterre,-0.3705124,39.472324,"El Parterre ens queda a mà dreta venint pel Carrer de la Pau, quasi arribant a la Plaça Porta de la Mar. És un dels jardins més significatius de València, construït a mitjan S. XIX. A destacar el seu descomunal ficus, que aconsegueix una altura de 24 metres, i l’estàtua del Rei Jaume I, que vigila tot el parc.","El Parterre nos queda a mano derecha viniendo por la Calle de la Pau, casi llegando a la Plaza Puerta del Mar. Es uno de los jardines más significativos de València, construido a mediados de S. XIX. A destacar su descomunal ficus, que consigue una altura de 24 metros, y la estatua del Rey Jaime I, que vigila todo el parque.","The Parterre is on the right hand side coming from Calle de la Pau, almost reaching Plaza Puerta del Mar. It is one of the most significant gardens in Valencia, built in the mid-19th century. To highlight its huge ficus, which reaches a height of 24 meters, and the statue of King Jaime I, which watches over the entire park.",None
10,Glorieta,-0.3694127,39.472607,"Per la seua banda, els Jardins de la Glorieta, o simplement la Glorieta per a la majoria dels valencians, es van començar a construir durant l’època de la Guerra de la Independència. Aquests populars jardins han patit al llarg de la seua història diverses modificacions i reconstruccions, com la qual va caldre realitzar després de la riuada de 1957.","Por su parte, los Jardines de la Glorieta, o simplemente la Glorieta para la mayoría de los valencianos, se empezaron a construir durante la época de la Guerra de la Independencia. Estos populares jardines han sufrido a lo largo de su historia diversas modificaciones y reconstrucciones, como la cual hizo falta realizar después de la riada de 1957.","On the other hand, the Glorieta Gardens, or simply the Glorieta for most Valencians, began to be built during the time of the War of Independence. These popular gardens have undergone various modifications and reconstructions throughout their history, such as the one that had to be carried out after the flood of 1957.",None
10,Palau de Justícia,-0.36952,39.471764,"Envoltat per la Glorieta i el Parterre trobem Tribunal Superior de Justícia de la Comunitat Valenciana, que té la seua seu en el Palau de Justícia. Va ser construït en el S. XVIII com a antiga duana per a filtrar el comerç que arribava del mar. Es recomana fer una ullada a l’espectacular escala d’estil neoclàssic que hi ha en el seu interior.","Rodeado por la Glorieta y el Parterre encontramos Tribunal Superior de Justicia de la Comunidad Valenciana, que tiene su sede en el Palacio de Justicia. Fue construido en el S. XVIII como antigua aduana para filtrar el comercio que llegaba del mar. Se recomienda dar un vistazo en la espectacular escala de estilo neoclásico que hay en su interior.","Surrounded by the Glorieta and the Parterre we find the Superior Court of Justice of the Valencian Community, which has its headquarters in the Palace of Justice. It was built in the 18th century as an old customs house to filter the trade that arrived from the sea. It is recommended to take a look at the spectacular scale of neoclassical style that is inside.",None
10,Colón - Porta dels Jueus,-0.3705553,39.470215,"Des de la Plaça Porta del Mar, i al costat del Palau de Justícia, arranca el Carrer de Colón, eix principal de l’Eixample, construïda sobre l’antiga muralla. Abunden els centres comercials, tendes i edificis de cort modernista. En l’entrada de l’estació de metro Colón s’han integrat les restes de la Porta dels Jueus que van aparèixer durant les obres del subterrani, una de les dotze portes de la muralla cristiana, demolida en 1890.","Desde la Plaza Puerta de Mar, y junto al Palacio de Justicia, arranca la Calle de Colón, eje principal del Eixample, construida sobre la antigua muralla. Abundan los centros comerciales, tiendas y edificios de corte modernista. En la entrada de la estación de metro Colón se han integrado los restos de la Puerta de los Judíos que aparecieron durante las obras del subterráneo, una de las doce puertas de la muralla cristiana, demolida en 1890.","From Plaza Puerta de Mar, and next to the Palace of Justice, Calle de Colón starts, the main axis of the Eixample, built on the old wall. Shopping malls, shops and modernist buildings abound. The remains of the Puerta de los Judíos that appeared during the underground works, one of the twelve gates of the Christian wall, demolished in 1890, have been integrated into the entrance of the Colón metro station.",None
10,Pont del Mar,-0.3644184,39.470234,"Si creuem la Calle Colón i recorrem el Carrer Sorní que s’obri enfront de la boca del Metre, arribem en breus minuts al Pont del Mar, un pont per als vianants que creua l’antic llit del Túria, connectant el centre amb l’Albereda. Va ser construït en 1591 i va rebre aquest nom ja que servia de nexe entre la ciutat i el Port.","Si cruzamos la Callo Colón y recorremos la Calle Sorní que se abre frente a la boca del Metro, llegamos en breves minutos en el Pont de Mar, un puente peatonal que cruza el antiguo lecho del Turia, conectando el centro con la Alameda. Fue construido en 1591 y recibió este nombre puesto que servía de nexo entre la ciudad y el Puerto.","If we cross Callo Colón and walk along Calle Sorní, which opens in front of the mouth of the Metro, we arrive in a few minutes at Pont de Mar, a pedestrian bridge that crosses the old bed of the Turia, connecting the center with the Alameda. It was built in 1591 and received this name since it served as a link between the city and the Port.",None
10,Convent de Santo Domingo,-0.369469,39.474182,"El segon tram de la nostra ruta s’inicia en la Plaça de Tetuán, a escassos deu minuts caminant d’on ens trobàvem en finalitzar el tram anterior. Allí es troba l’antic Convent de Santo Domingo dels dominicos, ordre a la qual Jaume I va concedir aquest terreny. Construït en 1239, combina els estils gòtic valencià i barroc. Ha tingut diversos usos al llarg de la història, per exemple seu de la Capitania General de València.","El segundo tramo de nuestra ruta se inicia en la Plaza de Tetuán, a escasos diez minutos andando de donde nos encontrábamos al finalizar el tramo anterior. Allí se encuentra el antiguo Convento de Santo Domingo de los dominicos, orden a la cual Jaime I concedió este terreno. Construido en 1239, combina los estilos gótico valenciano y barroco. Ha tenido varios usos a lo largo de la historia, por ejemplo sede de la Capitanía General de València.","The second section of our route begins in the Plaza de Tetuán, just ten minutes walk from where we were at the end of the previous section. There is the old Convent of Santo Domingo of the Dominicans, order to which Jaime I granted this land. Built in 1239, it combines the Valencian Gothic and Baroque styles. It has had several uses throughout history, for example the seat of the Captaincy General of Valencia.",None
10,Palau de Cervelló,-0.3702415,39.4743,"Davant es troba el Palau de Cervelló, que diversos reis i altres personalitats van utilitzar durant el S. XIX com a residència en les seues visites a València. Restaurat en el S. XXI, aquest palau alberga avui dia l’Arxiu Històric Municipal, un dels més antics d’Europa.","Delante se encuentra el Palacio de Cervelló, que varios reyes y otras personalidades utilizaron durante el S. XIX como residencia en sus visitas en València. Restaurado en el S. XXI, este palacio alberga hoy en día el Archivo Histórico Municipal, uno de los más antiguos de Europa.","In front is the Palacio de Cervelló, which several kings and other personalities used during the 19th century as a residence on their visits to Valencia. Restored in the 21st century, this palace now houses the Municipal Historical Archive, one of the oldest in Europe.",None
10,Centre Cultural Bancaixa,-0.3701557,39.473625,"En la mateixa plaça es troba el Centre Cultural Bancaixa, un espai multidisciplinari concebut fonamentalment per a albergar exposicions i conferències, gestionat per la Fundació Bancaixa. Se situa en un edifici que és el resultat de la unió de dues construccions històriques: la seu antiga Caixa d’Estalvis i Mont de pietat de València (S. XX) i l’antiga residència de Manuel Gómez Fos (S. XIX).","En la misma plaza se encuentra el Centro Cultural Bancaja, un espacio multidisciplinario concebido fundamentalmente para albergar exposiciones y conferencias, gestionado por la Fundación Bancaja. Se sitúa en un edificio que es el resultado de la unión de dos construcciones históricas: la sede antigua Caja de Ahorros y Monte de piedad de València (S. XX) y la antigua residencia de Manuel Gómez Fos (S. XIX).","In the same square is the Bancaja Cultural Center, a multidisciplinary space designed primarily to host exhibitions and conferences, managed by the Bancaja Foundation. It is located in a building that is the result of the union of two historic constructions: the former headquarters of Caja de Ahorros y Monte de Piedad de València (20th century) and the former residence of Manuel Gómez Fos (19th century).",None
10,Carrer de la Pau,-0.3702683,39.472713,"A tan sol 3 minuts caminant pel Carrer de General Tovar tornem al Carrer de la Pau. Projectada seguint l’urbanisme vuitcentista francès, es va convertir en un carrer residencial que a poc a poc s’ha anat dissipant aquest caràcter, ja que els antics habitatges que va ocupar la burgesia en els últims dos segles s’han transformat en edificis d’oficines, despatxos, restaurants, etc. Així i tot, segueix sent un carrer d’enorme encant.","A tan solo 3 minutos andando por la Calle de General Tovar volvemos a la Calle de la Pau. Proyectada siguiendo el urbanismo ochocentista francés, se convirtió en una calle residencial que despacio se ha ido disipando este carácter, puesto que las antiguas viviendas que ocupó la burguesía en los últimos dos siglos se han transformado en edificios de oficinas, despachos, restaurantes, etc. Aun así, sigue siendo una calle de enorme encanto.","Just 3 minutes walk down Calle de General Tovar we return to Calle de la Pau. Designed following French 18th-century urban planning, it became a residential street whose character has slowly been dissipating, since the old homes occupied by the bourgeoisie in the last two centuries have been transformed into office buildings, offices, restaurants, etc. Even so, it is still a street of enormous charm.",None
10,Palau Marquès de Dosaigües ,-0.374635,39.472614,"El recorregut pel Carrer de la Pau en direcció a la Plaça de la Reina ens permet impregnar-nos del seu ambient senyorial. Girem a l’esquerra per a visitar el Palau Marquès de Dosaigües en el carrer que porta el seu mateix nom. Es va construir en el S. XVIII partint d’una reforma de l’antiga casa pairal dels Rabassa de Perellós, titulars del marquesat de Dosaigües, amb un marcat estile rococó. En la seua segona planta podem trobar el Museu Nacional de Ceràmica González Martí, que compta amb una important col·lecció de peces de ceràmica de tots els temps.","El recorrido por la Calle de la Pau en dirección a la Plaza de la Reina nos permite impregnarnos de su ambiente señorial. Giramos a la izquierda para visitar el Palau Marqués de Dos Aguas en la calle que lleva su mismo nombre. Se construyó en el S. XVIII partiendo de una reforma de la antigua casa solariega de los Rabassa de Perellós, titulares del marquesado de Dos Aguas, con un marcado estilo rococó. En su segunda planta podemos encontrar el Museo Nacional de Cerámica González Martí, que cuenta con una importante colección de piezas de cerámica de todos los tiempos.","The tour of Calle de la Pau in the direction of Plaza de la Reina allows us to soak up its stately atmosphere. We turn left to visit the Palau Marqués de Dos Aguas on the street that bears the same name. It was built in the 18th century based on a reform of the old manor house of the Rabassa de Perellós, holders of the marquisate of Dos Aguas, with a marked rococo style. On its second floor we can find the González Martí National Museum of Ceramics, which has an important collection of ceramic pieces from all times.",None
10,Catedral,-0.3753002,39.47535,"Tornem al Carrer la Pau i acabem de recórrer-la íntegrament per a doblegar a la dreta en la Plaça de la Reina i seguir recte. Ja albirem La Catedral (s. XIII), la seua porta meridional anomenada dels Ferros i la seua torre més cèlebre del Micalet, tot un símbol per als valencians. Visitem un dels grans monuments religiosos del Mediterrani, seu del Arzobispado de València. Construïda sobre la Mesquita Major en 1238, predomina l’estil gòtic valencià, encara que amb el pas del temps ha incorporat elements renaixentistes, barrocs i neoclàssics.","Volvemos a la Calle la Pau y acabamos de recorrerla íntegramente para doblar a la derecha en la Plaza de la Reina y seguir recto. Ya divisamos La Catedral (s. XIII), su puerta meridional llamada de los Hierros y su torre más célebre del Micalet, todo un símbolo para los valencianos. Visitamos uno de los grandes monumentos religiosos del Mediterráneo, sede del Arzobispado de València. Construida sobre la Mezquita Mayor en 1238, predomina el estilo gótico valenciano, aunque con el paso del tiempo ha incorporado elementos renacentistas, barrocos y neoclásicos.","We return to Calle la Pau and we have just covered it completely to turn right at Plaza de la Reina and continue straight on. We can already see the Cathedral (13th century), its southern gate called de los Hierros and its most famous tower, the Micalet, a true symbol for Valencians. We visit one of the great religious monuments of the Mediterranean, seat of the Archbishopric of Valencia. Built on the Great Mosque in 1238, the Valencian Gothic style predominates, although over time it has incorporated Renaissance, Baroque and Neoclassical elements.",None
10,Palau de l'Almirall,-0.3736935,39.47528,"Prop de la Catedral, a tres minuts caminant pel Carrer de la Barchilla i Carrer Palau, trobem el Palau de l’Almirall d’Aragó. Es tracta d’una mansió senyorial exemple del gòtic civil valencià del S. XV, que va ser reformada en el S. XVIII i que alberga en el seu soterrani les ruïnes d’un carrer romà.","Cerca de la Catedral, a tres minutos andando por la Calle de la Barchilla y Calle Palau, encontramos el Palacio del Almirante de Aragón. Se trata de una mansión señorial ejemplo del gótico civil valenciano del S. XV, que fue reformada en el S. XVIII y que alberga en su sótano las ruinas de una calle romana.","Near the Cathedral, a three-minute walk down Calle de la Barchilla and Calle Palau, we find the Palace of the Almirante de Aragón. It is a stately mansion, an example of Valencian civil Gothic from the 15th century, which was renovated in the 18th century and which houses the ruins of a Roman street in its basement.",None
10,Banys de l'Almirall,-0.3733314,39.475204,"Al costat del palau localitzem els Banys de l’Almirall, un edifici mudèjar construït entre 1313 i 1320. És l’únic exemple de bany públic a Espanya que es va mantenir actiu fins a mitjan S. XX. Declarat Bé d’Interès Cultural, en 2005 es van obrir al públic per a la seua visita.","Junto al palacio localizamos los Baños del Almirante, un edificio mudéjar construido entre 1313 y 1320. Es el único ejemplo de baño público en España que se mantuvo activo hasta mediados de S. XX. Declarado Bien de Interés Cultural, en 2005 se abrieron al público para su visita.","Next to the palace we find the Baños del Almirante, a Mudejar building built between 1313 and 1320. It is the only example of a public bath in Spain that was active until the middle of the 20th century. Declared an Asset of Cultural Interest, in 2005 they were opened to the public for their visit.",None
10,"Església del Miracle i Hospital de Sacerdots Pobres,",-0.3727145,39.474907,"Molt prop d’allí, en la Calle Trinquet dels Cavallers trobem també l’Església del Miracle i Hospital de Sacerdots Pobres, del segle XIV, que pràcticament no conserva gens dels seus orígens gòtics i ofereix l’aspecte que li van donar les restauracions posteriors dels segles XVII i XVIII. A destacar els excepcionals panells de ceràmica que poden admirar-se en els murs del pati.","Mucho cerca de allí, la Callo Trinquete de los Caballeros encontramos también la Iglesia de Miracle y Hospital de Sacerdotes Pobres, del siglo XIV, que prácticamente no conserva nada de sus orígenes góticos y ofrece el aspecto que le dieron las restauraciones posteriores de los siglos XVII y XVIII. A destacar los excepcionales paneles de cerámica que pueden admirarse en los muros del patio.","Very close to there, the Callo Trinquete de los Caballeros, we also find the Church of Miracle and the Hospital of Poor Priests, from the 14th century, which preserves practically nothing of its Gothic origins and offers the appearance that subsequent restorations of the centuries gave it. XVII and XVIII. To highlight the exceptional ceramic panels that can be admired on the patio walls.",None
10,Església de Sant Joan de l’Hospital,-0.3728244,39.474346,"En el mateix carrer podem visitar l’Església de Sant Joan de l’Hospital (S. XIII), una de les més antigues de la ciutat, en un edifici que aglutina romànic, gòtic valencià i barroc.","En la misma calle podemos visitar la Iglesia de Sant Joan del Hospital (S. XIII), una de las más antiguas de la ciudad, en un edificio que aglutina románico, gótico valenciano y barroco.","In the same street we can visit the Church of Sant Joan del Hospital (13th century), one of the oldest in the city, in a building that brings together Romanesque, Valencian Gothic and Baroque.",None
