name,esp_resume,eng_resume,val_resume,duration,dificulty,start,end_point,image,url,transport,type,esp_description,val_description,eng_description
Jardins del Reial - Glorieta,"Esta ruta explora lugares históricos de nuestra ciudad, algunos en pleno casco antiguo. Aunque en este caso escapa por unas horas de Ciutat Vella, cruzando el río, para mostrarnos parajes urbanos valencianos de inigualable belleza. El primer recorrido","This route explores historical places of our city, some in the old town. Although in this case it escapes for a few hours from Ciutat Vella, crossing the river, to show us urban Valencian places of unparalleled beauty. The first route","Aquesta ruta explora llocs històrics de la nostra ciutat, alguns en ple barri antic. Encara que en aquest cas escapa per unes hores de Ciutat Vella, travessant el riu, per a mostrar-nos paratges urbans valencians dinigualable bellesa. El primer recorregut",180,,Jardines del Real,Glorieta,https://cultural.valencia.es/wp-content/uploads/2018/10/palacio-cervello-logotipo.jpg,https://cultural.valencia.es/es/ruta/jardins-del-reial-glorieta/,peu,Patrimonial,"Esta ruta explora lugares históricos de nuestra ciudad, algunos en pleno casco antiguo. Aunque en este caso escapa por unas horas de Ciutat Vella, cruzando el río, para mostrarnos parajes urbanos valencianos de inigualable belleza. El primer recorrido visita algunas de las zonas verdes más señaladas y frecuentadas de la ciudad, como los Viveros o la Alameda, y utiliza los puentes sobre el Jardín del Turia para ir de un lado a otro con fluidez. Al otro lado del antiguo río prosigue nuestro recorrido verde en la Glorieta. Y será precisamente de vuelta al distrito Ciutat Vella, donde visitaremos algunos de los principales monumentos civiles y eclesiásticos que definen en esta ciudad.","Aquesta ruta explora llocs històrics de la nostra ciutat, alguns en ple casc antic. Encara que en aquest cas escapa per unes hores de Ciutat Vella, creuant el riu, per a mostrar-nos paratges urbans valencians de inigualable bellesa.El primer recorregut visita algunes de les zones verdes més assenyalades i freqüentades de la ciutat, com els Vivers o l’Albereda, i utilitza els ponts sobre el Jardí del Túria per a anar d’un costat a un altre amb fluïdesa.A l’altre costat de l’antic riu prossegueix el nostre recorregut verd en la Glorieta. I serà precisament de tornada al districte Ciutat Vella, on visitarem alguns dels principals monuments civils i eclesiàstics que defineixen a aquesta ciutat.","This route explores historical places of our city, some of them in the old town. Although in this case it escapes for a few hours from Ciutat Vella, crossing the river, to show us urban Valencian places of unparalleled beauty. The first route visits some of the most important and frequented green areas of the city, such as the Viveros or the Alameda, and uses the bridges over the Turia Garden to go from one side to the other smoothly. On the other side of the old river continues our green route in the Glorieta. And it will be precisely back to the Ciutat Vella district, where we will visit some of the main civil and ecclesiastical monuments that define in this city."
La barraca,"Aunque el núcleo principal de la acción de La barraca transcurre en la huerta de Alboraya, los personajes se desplazan con cierta frecuencia a València, por lo que a partir de sus movimientos es posible trazar el siguiente itinerario por la ciudad, que se completa con algunos espacios estrechamente vinculados a la biografía de Vicente Blasco Ibáñez.","Although the main core of the action of La barraca takes place in the orchard of Alboraya, the characters move with some frequency to Valencia, so that from their movements it is possible to trace the following itinerary through the city, which is completed with some spaces closely linked to the biography of Vicente Blasco Ibáñez","Encara que el nucli principal de lacció de la barraca transcorre en lhorta dAlboraia, els personatges es desplacen amb una certa freqüència a València, per la qual cosa a partir dels seus moviments és possible traçar el següent itinerari per la ciutat, que es completa amb alguns espais estretament vinculats a la biografia de Vicente Blasco Ibáñez.",90,baja,Puente y torre de Serranos,"Calle de las Barcas, esquina Pascual y Genís o calle Guillem de Castro",https://cultural.valencia.es/wp-content/uploads/2018/07/labarraca-wpcf_194x300.jpg,https://cultural.valencia.es/es/ruta/la-barraca/,peu,Literària,"Otra vez, siguiendo el movimiento de varios personajes de la novela *blasquista desde Alboraya hasta la ciudad, se propone un recorrido que parte desde las torres de Serranos, fluye a continuación hasta la plaza de la Virgen y lo *Miguelete, y se adentra en la zona del Mercado Central. Desde allí se contemplan dos opciones en el itinerario: acceso en el barrio de *Velluters, con paradas en el Colegio Mayor de la Seda y el antiguo Hospital General, o recorrido hasta el que fue el barrio de Pescadores. Aunque el núcleo principal de la acción de La barraca transcurre en la huerta de Alboraya, los personajes se desplazan con cierta frecuencia en València, por lo cual a partir de sus movimientos es posible trazar el itinerario siguiente por la ciudad, que se completa con algunos espacios estrechamente vinculados a la biografía de Vicent Blasco Ibáñez.","Una altra vegada, seguint el moviment de diversos personatges de la novel·la blasquista des d’Alboraia fins a la ciutat, es proposa un recorregut que parteix des de les torres de Serrans, flueix a continuació fins a la plaça de la Verge i el Miguelete, i s’endinsa en la zona del Mercat Central. Des d’allí es contemplen dues opcions en l’itinerari: accés al barri de Velluters, amb parades en el Col·legi Major de la Seda i l’antic Hospital General, o recorregut fins al que va anar el barri de Pescadors.Encara que el nucli principal de l’acció de La barraca transcorre en l’horta d’Alboraia, els personatges es desplacen amb una certa freqüència a València, per la qual cosa a partir dels seus moviments és possible traçar l’itinerari següent per la ciutat, que es completa amb alguns espais estretament vinculats a la biografia de Vicent Blasco Ibáñez.","Again, following the movement of several characters of the novel *blasquista from Alboraya to the city, a route is proposed that starts from the towers of Serranos, then flows to the Plaza de la Virgen and the *Miguelete, and enters the area of the Central Market. From there two options are contemplated in the itinerary: access in the neighborhood of *Velluters, with stops at the Colegio Mayor de la Seda and the old General Hospital, or route to what was the neighborhood of Fishermen. Although the main core of the action of La barraca takes place in the orchard of Alboraya, the characters move with some frequency in València, so from their movements it is possible to trace the following itinerary through the city, which is completed with some spaces closely linked to the biography of Vicent Blasco Ibáñez."
Ruta Cultural Anell Ciclista,El anillo ciclista de la ciudad permite disfrutar a su paso de edificios y sitios emblemáticos de la ciudad. Todo un gusto ir en bicicleta y poder empaparse de la cultura y de la historia de la ciudad de Valencia. ,The citys cycling ring allows you to enjoy the citys emblematic buildings and sites along the way. It is a pleasure to ride a bike and soak up the culture and history of the city of Valencia.,Lanell ciclista de la ciutat permet gaudir al seu pas dedificis i llocs emblemàtics de la ciutat. Tot un gust anar amb bicicleta i poder xopar-se de la cultura i de la història de la ciutat de València.\*xa0,90,baja,Puerta del Mar,Jardines de la Glorieta,https://cultural.valencia.es/wp-content/uploads/2018/07/ruta-anell-ciclista-cultural-valencia-logotip.jpg,https://cultural.valencia.es/es/ruta/ruta-cultural-anillo-ciclista/,bicicleta,Històrica,El anillo ciclista de la ciudad permite disfrutar a su paso de edificios y lugares emblemáticos de la ciudad. Todo un gusto ir en bicicleta y poder empaparse de la cultura y la historia de la ciudad de València.,L’anell ciclista de la ciutat permet gaudir al seu pas d’edificis i llocs emblemàtics de la ciutat. Tot un gust anar amb bicicleta i poder amarar-se de la cultura i la història de la ciutat de València.,The citys cycling ring allows you to enjoy the citys emblematic buildings and places along the way. It is a pleasure to ride a bike and soak up the culture and history of the city of Valencia
Ruta de la Seda,"En esta ruta repasamos el rico legado histórico y patrimonial que dejó el comercio de la seda en Valencia. Entre los siglos XIV y XVIII esta fue una ciudad muy importante en la producción de tejidos, la industria más potente en dicho periodo. Desde el","In this route we review the rich historical and patrimonial legacy left by the silk trade in Valencia. Between the fourteenth and eighteenth centuries this was a very important city in the production of fabrics, the most powerful industry in that period. From the","En aquesta ruta repassem el ric llegat històric i patrimonial que va deixar el comerç de la seda a València. Entre els segles XIV i XVIII aquesta va ser una ciutat molt important en la producció de teixits, la indústria més potent en aquest període. Des del",120,,Palau de Tamarit,Palau de Malferit,https://cultural.valencia.es/wp-content/uploads/2018/10/ruta-de-la-seda-logo.jpg,https://cultural.valencia.es/es/ruta/ruta-de-la-seda/,peu,Històrica,"En esta ruta repasamos el rico legado histórico y patrimonial que dejó el comercio de la seda en València. Entre los siglos XIV y XVIII esta fue una ciudad muy importante en la producción de tejidos, la industria más potente en este periodo. Desde el año 2015 València forma parte de un programa de la UNESCO y de la Organización Mundial del Turismo para la difusión del patrimonio cultural de la Ruta de la Seda. Así es como se denominó a los itinerarios comerciales de mercancías que, aparte de la seda, también incluían cerámicas y otros productos que llegaban desde China hacia Europa. La cría del gusano de seda fue incorporada por los árabes en la península ibérica durante el S. VIII. Así fue como la huerta valenciana se llenó de moreras siglos antes de que el naranjo las destronara. Después, los genovesas llevaron las más nuevas técnicas de producción en València y los artesanos *sederos se instalaron en el Barrio de *Velluters, donde se manufacturaba el tejido.","En aquesta ruta repassem el ric llegat històric i patrimonial que va deixar el comerç de la seda a València. Entre els segles XIV i XVIII aquesta va ser una ciutat molt important en la producció de teixits, la indústria més potent en aquest període.Des de l’any 2015 València forma part d’un programa de la UNESCO i de l’Organització Mundial del Turisme per a la difusió del patrimoni cultural de la Ruta de la Seda. Així és com es va denominar als itineraris comercials de mercaderies que, a part de la seda, també incloïen ceràmiques i altres productes que arribaven des de Xina cap a Europa.La cria del cuc de seda va ser incorporada pels àrabs en la península ibèrica durant el S. VIII. Així va ser com l’horta valenciana es va omplir de moreres segles abans que el taronger les destronara. Després, els genoveses van portar les més noves tècniques de producció a València i els artesans sederos es van instal·lar en el Barri de Velluters, on es manufacturava el teixit.","On this route we review the rich historical and heritage legacy left by the silk trade in València. Between the fourteenth and eighteenth centuries this was a very important city in the production of fabrics, the most powerful industry in this period. Since 2015 València is part of a program of UNESCO and the World Tourism Organization for the dissemination of the cultural heritage of the Silk Road. This is the name given to the commercial itineraries of goods that, apart from silk, also included ceramics and other products that came from China to Europe. The breeding of the silkworm was incorporated by the Arabs in the Iberian Peninsula during the 8th century. Thus it was that the Valencian orchard was filled with mulberry trees centuries before the orange tree dethroned them. Later, the Genoese brought the newest techniques of production in València and the craftsmen *sederos settled in the Neighborhood of *Velluters, where the fabric was manufactured."
Ruta dels Pecats a l'entorn del Mercat Central,"El triángulo que conforman tres de los edificios más señeros de nuestra ciudad, La Lonja, el Mercado y la Iglesia de los Santos Juanes, conforman el muestrario de un auténtico zoológico de piedra y metal.","The triangle formed by three of the most emblematic buildings of our city, La Lonja, the Market and the Church of Santos Juanes, form the sample of an authentic zoo of stone and metal","El triangle que conformen tres dels edificis més capdavanters de la nostra ciutat, La Llotja, el Mercat i lEsglésia dels Sants Joans, conformen el mostrari dun autèntic zoològic de pedra i metall.",60,baja,Explanada de la Iglesia de los Santos Juanes (Iglesia de San Juan del Mercado),El jardín de La Lonja,https://cultural.valencia.es/wp-content/uploads/2018/07/mercat-façana-ruta-dels-pecats-cultural-valencia-logotip.jpg,https://cultural.valencia.es/es/ruta/ruta-de-los-pecados-en-el-entorno-del-mercado-central/,peu,Històrica,"El triángulo que conforman tres de los edificios más líderes de nuestra ciudad, La Llotja, el Mercado y la Iglesia de Santos *Juanes, conforman el muestrario de un auténtico zoológico de piedra y metal, un lugar en que la escultura muestra la naturaleza, de manera real unas veces, y con la fantasía de la iconografía medieval, la tradición de la cual remite a los bestiarios, en otras ocasiones. La ruta toma el nombre de la puerta norte de la Llotja, que puerta tal nombre, y del Mercado central, primer mercado de España por su variedad y bella arquitectura que es, sin duda, una invitación para el pecado de la *gula. Debemos la idea al escritor Vicente Muñoz *Puelles, pues su libro “Los animales de la ciudad” fue el punto de partida para la elaboración, por parte del Museo de Ciencias Naturales, de estas rutas para descubrir la fauna oculta en las paredes de los edificios y monumentos de la ciudad.","El triangle que conformen tres dels edificis més capdavanters de la nostra ciutat, La Llotja, el Mercat i l’Església dels Santos Juanes, conformen el mostrari d’un autèntic zoològic de pedra i metall, un lloc en què l’escultura mostra la naturalesa, de manera real unes vegades, i amb la fantasia de la iconografia medieval, la tradició de la qual remet als bestiaris, en altres ocasions.La ruta pren el nom de la porta nord de la Llotja, que porta tal nom, i del Mercat central, primer mercat d’Espanya per la seua varietat i bella arquitectura que és, sens dubte, una invitació per al pecat de la gula.Devem la idea a l’escriptor Vicente Muñoz Puelles, doncs el seu llibre “Els animals de la ciutat” va ser el punt de partida per a l’elaboració, per part del Museu de Ciències Naturals, d’aquestes rutes per a descobrir la fauna oculta en les parets dels edificis i monuments de la ciutat.","The triangle formed by three of the most leading buildings of our city, La Llotja, the Market and the Church of Santos *Juanes, make up the showcase of a real zoo of stone and metal, a place where sculpture shows nature, sometimes in a real way, and with the fantasy of medieval iconography, the tradition of which refers to the bestiaries, at other times. The route takes the name of the north door of the Llotja, which door such name, and of the Central Market, first market of Spain for its variety and beautiful architecture that is, undoubtedly, an invitation for the sin of *gula. We owe the idea to the writer Vicente Muñoz *Puelles, because his book ""The animals of the city"" was the starting point for the elaboration, on the part of the Museum of Natural Sciences, of these routes to discover the fauna hidden in the walls of the buildings and monuments of the city."
Ruta pel Centre Històric,"Entre las Torres de Serranos y las de Quart, las dos únicas puertas fortificadas que se conservan de la muralla medieval, transcurre nuestra propuesta de ruta por el centro histórico de la ciudad. Un paseo a pie que nos ocupará aproximadamente una hora","Between the Serranos and Quart Towers, the only two fortified gates that remain of the medieval wall, runs our proposed route through the historic center of the city. A walk that will take us about an hour","Entre les Torres de Serrans i les de Quart, les dues úniques portes fortificades que es conserven de la muralla medieval, transcorre la nostra proposta de ruta pel centre històric de la ciutat. Un passeig a peu que ens ocuparà aproximadament una hora",60,,Torres dels Serrans,Torres de Quart,https://cultural.valencia.es/wp-content/uploads/2018/10/catedral-valencia-logo.jpg,https://cultural.valencia.es/es/ruta/ruta-pel-centre-historic/,peu,Turística,"Entre las Torres de los Serranos y las de Quart, las dos únicas puertas fortificadas que se conservan de la muralla medieval, transcurre nuestra propuesta de ruta por el centro histórico de la ciudad. Un paseo a pie que nos ocupará aproximadamente una hora en el cual disfrutaremos de los principales monumentos y lugares más emblemáticos de Ciutat Vella.","Entre les Torres dels Serrans i les de Quart, les dues úniques portes fortificades que es conserven de la muralla medieval, transcorre la nostra proposta de ruta pel centre històric de la ciutat.Un passeig a peu que ens ocuparà aproximadament una hora en el qual gaudirem dels principals monuments i llocs més emblemàtics de Ciutat Vella.","Between the Serranos and Quart Towers, the only two fortified gates that remain of the medieval wall, runs our proposed route through the historic center of the city. A walk that will take us about an hour in which we will enjoy the main monuments and most emblematic places of Ciutat Vella"
Ruta recinte enmurallat d'època islàmica,Se toma como referencia el trazado de la muralla en el momento de la conquista cristina de la ciudad en 1238 por las tropas de Jaime I.,It is taken as a reference the layout of the wall at the time of the Christian conquest of the city in 1238 by the troops of James I.,Es pren com a referència el traçat de la muralla en el moment de la conquesta *cristina de la ciutat en 1238 per les tropes de Jaume I.,0,media,,,https://cultural.valencia.es/wp-content/uploads/2018/11/Tossal-Thumbail-300x204.jpg,https://cultural.valencia.es/es/ruta/ruta-recinto-amurallado-de-epoca-islamica/,peu,Històrica,Se toma como referencia el trazado de la muralla en el momento de la conquista cristiana de la ciudad en 1238 por las tropas de Jaime I.,Es pren com a referència el traçat de la muralla en el moment de la conquesta cristiana de la ciutat en 1238 per les tropes de Jaume I.,It is taken as a reference the layout of the wall at the time of the Christian conquest of the city in 1238 by the troops of James I.
Ruta València amb bicicleta,"Si apuestas por el transporte sostenible y te gusta ir en bicicleta, debes saber que Valencia reúne condiciones ideales para el turismo ciclista. Por muchas razones: por su tamaño no excesivamente grande, por su condición de ciudad prácticamente plana,","If you bet on sustainable transport and you like cycling, you should know that Valencia has ideal conditions for cycling tourism. For many reasons: for its not excessively large size, for its condition of practically flat city,","Si apostes pel transport sostenible i tagrada anar amb bicicleta, has de saber que València reuneix condicions ideals per al turisme ciclista. Per moltes raons: per la seua grandària no excessivament gran, per la seua condició de ciutat pràcticament plana,",420,,Torres dels Serrans,Passeig Marítim,https://cultural.valencia.es/wp-content/uploads/2018/10/Palau-de-la-musica-logotipo.jpg,https://cultural.valencia.es/es/ruta/ruta-valencia-amb-bicicleta/,bicicleta,Turística,"Si apuestas por el transporte sostenible y te gusta ir en bicicleta, tienes que saber que València reúne condiciones ideales para el turismo ciclista. Por muchas razones: por su medida no excesivamente grande, por su condición de ciudad prácticamente plana, sin desniveles; por las condiciones climáticas agradables y por el carril bici de más de 120 kilómetros que conecta todos los barrios de la ciudad. Además, l´anillo ciclista rodea el centro histórico de València y permite acceder fácilmente en esta zona absolutamente clave de la ciudad. València pertenece en la Red de Ciudades por la Bicicleta, asociación para la generación de una dinámica entre ciudades españolas que permita facilitar, hacer más segura y desarrollar la circulación de los ciclistas, especialmente al medio urbano.","Si apostes pel transport sostenible i t'agrada anar amb bicicleta, has de saber que València aplega condicions ideals per al turisme ciclista. Per moltes raons: per la seva mida no excessivament gran, per la seva condició de ciutat pràcticament plana, sense desnivells; per les condicions climàtiques agradables i pel carril bici de més de 120 quilòmetres que connecta tots els barris de la ciutat. A més, l´anell ciclista envolta el centre històric de València i permet accedir fàcilment a aquesta zona absolutament clau de la ciutat.

València pertany a la Xarxa de Ciutats per la Bicicleta, associació per a la generació d'una dinàmica entre ciutats espanyoles que permeti facilitar, fer més segura i desenvolupar la circulació dels ciclistes, especialment al medi urbà.","If you bet on sustainable transport and you like cycling, you have to know that València meets ideal conditions for cycling tourism. For many reasons: for its not excessively large size, for its condition of practically flat city, without slopes; for the pleasant climatic conditions and for the bike lane of more than 120 kilometers that connects all the neighborhoods of the city. In addition, the cycling ring surrounds the historic center of València and allows easy access to this absolutely key area of the city. València belongs to the Red de Ciudades por la Bicicleta, association for the generation of a dynamic between Spanish cities that allows to facilitate, to make safer and to develop the circulation of the cyclists, especially in the urban environment"
Sant Agustí – Pont de Fusta,"Algunos de los lugares y monumentos valencianos más representativos se encuentran en esta ruta que arranca en la Plaza de San Agustín y se extiende más allá de Ciutat Vella, hasta el Monasterio de la Santísima Trinidad cruzando el Pont de Fusta. Sin du","Some of the most representative Valencian places and monuments are on this route that starts in the Plaza de San Agustin and extends beyond Ciutat Vella, to the Monastery of the Holy Trinity across the Pont de Fusta. Sin du","Alguns dels llocs i monuments valencians més representatius es troben en aquesta ruta que arranca en la Plaça de Sant Agustí i sestén més enllà de Ciutat Vella, fins al Monestir de la Santíssima Trinidad creuant el Pont dAssot. Sense *du",360,media,Iglesia de San Agustín,Torres de Serranos,https://cultural.valencia.es/wp-content/uploads/2018/10/Lonja-logo.jpg,https://cultural.valencia.es/es/ruta/san-agustin-pont-de-fusta/,peu,Patrimonial,"Algunos de los lugares y monumentos valencianos más representativos se encuentran en esta ruta que arranca en la Plaza de San Agustín y se extiende más allá de Ciutat Vella, hasta el Monasterio de la Santísima Trinidad cruzando el Pont de Madera. Sin duda, el visitante disfrutará recorriendo sus calles, percibiendo el aroma del pasado convenientemente actualizado en nuestros días, admirando sus monumentos, visitando iglesias y palacios inolvidables, calles señoriales, plazas singulares, la Catedral, el Mercado, el Museo de la Seda, edificios administrativos y preciosos parajes verdes como la Glorieta o el Jardín del Turia. Los recorridos que proponemos, que transcurren entre los márgenes del casco viejo de la ciudad, ayudarán a entender mejor la historia y la personalidad de este pueblo único y de una ciudad que mira al futuro orgullosa de su pasado y de sus tradiciones.","Alguns dels llocs i monuments valencians més representatius es troben en aquesta ruta que arranca en la Plaça de Sant Agustí i s’estén més enllà de Ciutat Vella, fins al Monestir de la Santíssima Trinitat creuant el Pont de Fusta.Sens dubte, el visitant gaudirà recorrent els seus carrers, percebent l’aroma del passat convenientment actualitzat als nostres dies, admirant els seus monuments, visitant esglésies i palaus inoblidables, carrers senyorials, places singulars, la Catedral, el Mercat, el Museu de la Seda, edificis administratius i preciosos paratges verds com la Glorieta o el Jardí del Túria.Els recorreguts que proposem, que transcorren entre els marges del casc vell de la ciutat, ajudaran a entendre millor la història i la personalitat d’aquest poble únic i d’una ciutat que mira al futur orgullosa del seu passat i de les seues tradicions.","Some of the most representative Valencian places and monuments are in this route that starts in the Plaza de San Agustin and extends beyond Ciutat Vella, to the Monastery of the Holy Trinity across the Pont de Madera. Undoubtedly, the visitor will enjoy walking through its streets, perceiving the aroma of the past conveniently updated in our days, admiring its monuments, visiting churches and unforgettable palaces, stately streets, unique squares, the Cathedral, the Market, the Silk Museum, administrative buildings and beautiful green areas such as the Glorieta or the Turia Garden. The routes we propose, which run through the margins of the old town, will help to better understand the history and personality of this unique town and of a city that looks to the future proud of its past and its traditions"
Sant Agustí - Portal Nou,Esta ruta nos lleva por puntos históricos alrededor del casco antiguo de la ciudad de Valencia. Ciutat Vella es el distrito más antiguo de la ciudad. Podemos encontrar los principales edificios y monumentos emblemáticos de Valencia.,This route takes us through historical points around the old town of the city of Valencia. Ciutat Vella is the oldest district of the city. We can find the main buildings and emblematic monuments of Valencia.,Aquesta ruta ens porta per punts històrics al voltant del barri antic de la ciutat de València. Ciutat Vella és el districte més antic de la ciutat. Podem trobar els principals edificis i monuments emblemàtics de València.,0,baja,,,https://cultural.valencia.es/wp-content/uploads/2018/07/rutes-ciutta-valencia-casc-antic-wpcf_300x200.jpg,https://cultural.valencia.es/es/ruta/san-agustin-portal-nou/,peu,Patrimonial,"Las rutas patrimoniales de València nos acercan a los puntos históricos alrededor del núcleo antiguo de la ciudad. Ciutat Vella es el distrito más antiguo de la ciudad. Podemos encontrar los principales edificios y monumentos más *emblematics. Es el centro donde se encontramos las principales equipaciones de la ciudad administrativos, financieros, comerciales, culturales y *museistics, religiosos e históricos. En Ciutat Vella encontramos uno de los barrios más emblemáticos de la ciudad como es lo Carme. Un barrio que a lo largo de los años ha ido *adaptantse a los cambios y *avuí es uno de los puntos de encuentro cultural, *artistic y de ocio de la ciudad. Los recorridos que te proponemos son alrededor del distrito de Ciutat Vella, disfrutando de los edificios históricos, de las fachadas antiguas con mucho de encanto, de actividad cultural, de la gente y de uno de los barrios más antiguos de la ciudad de València.","Les rutes patrimonials de València ens acosten als punts històrics al voltant del nucli antic de la ciutat. Ciutat Vella és el districte més antic de la ciutat. Podem trobar els principals edificis i monuments més emblematics. És el centre on es trobem els principals equipaments de la ciutat administratius, financers, comercials, culturals i museistics, religiosos i històrics.A Ciutat Vella trobem un dels barris més emblemàtics de la ciutat com és el Carme. Un barri que al llarg dels anys ha anat adaptantse als canvis i avuí és un dels punts d’encontre cultural, artistic i d’oci de la ciutat.Els recorreguts que et proposem són al voltant del districte de Ciutat Vella, gaudint dels edificis històrics, de les façanes antigues amb molt d’encant, d’activitat cultural, de la gent i d’un dels barris més antics de la ciutat de València.","The heritage routes of València bring us closer to the historical points around the old core of the city. Ciutat Vella is the oldest district of the city. We can find the main buildings and the most emblematic monuments. It is the center where we find the main administrative, financial, commercial, cultural and museistics, religious and historical equipments of the city. In Ciutat Vella we find one of the most emblematic districts of the city as it is the Carme. A neighborhood that over the years has been adapting to the changes and today is one of the cultural, artistic and leisure meeting points of the city. The routes that we propose you are around the district of Ciutat Vella, enjoying the historical buildings, the old facades with a lot of charm, cultural activity, people and one of the oldest neighborhoods of the city of València."
Serrans - Palau de la Generalitat,"Esta ruta recorre alguno de los monumentos más destacados de nuestra arquitectura civil y religiosa. Iglesias de origen ancestral, museos, espacios culturales y palacios centenarios saldrán constantemente a nuestro paso en este recorrido cargado de tra","This route goes through some of the most outstanding monuments of our civil and religious architecture. Churches of ancestral origin, museums, cultural spaces and centenary palaces will constantly come out to our step in this route loaded with tra","Aquesta ruta recorre algun dels monuments més destacats de la nostra arquitectura civil i religiosa. Iglesias dorigen ancestral, museus, espais culturals i palaus centenaris eixiran constantment al nostre pas en aquest recorregut carregat de *tra",180,baja,Torres de Serranos,Palau de la Generalitat,https://cultural.valencia.es/wp-content/uploads/2018/10/130_PUENTE-TRINIDAD-logo.jpg,https://cultural.valencia.es/es/ruta/serrans-palau-de-la-generalitat/,peu,Patrimonial,"Esta ruta recorre alguno de los monumentos más destacados de nuestra arquitectura civil y religiosa. Iglesias de origen ancestral, museos, espacios culturales y palacios centenarios saldrán constantemente a nuestro paso en este recorrido cargado de tradición, de espectacularidad monumental y de sabor popular. Partimos desde los alrededores de las Torres de los Serranos, en pleno casco viejo de València, distrito de Ciutat Vella. Después, cruzaremos el antiguo lecho del río Turia, hoy conocido como Jardín del Turia, para visitar algunos de los lugares más representativos de esta ruta patrimonial, y finalizar en la Callo Caballeros. La mayor parte de este recorrido transcurre en el *archipopular Barrio de Carmen y sus proximidades.","Aquesta ruta recorre algun dels monuments més destacats de la nostra arquitectura civil i religiosa. Iglesias d’origen ancestral, museus, espais culturals i palaus centenaris eixiran constantment al nostre pas en aquest recorregut carregat de tradició, d’espectacularitat monumental i de sabor popular.Partim des dels voltants de les Torres dels Serrans, en ple casc vell de València, districte de Ciutat Vella.Després, creuarem l’antic llit del riu Túria, avui conegut com a Jardí del Túria, per a visitar alguns dels llocs més representatius d’aquesta ruta patrimonial, i finalitzar en la Calle Cavallers.La major part d’aquest recorregut transcorre en el archipopular Barri del Carmen i les seues proximitats.","This route goes through some of the most outstanding monuments of our civil and religious architecture. Churches of ancestral origin, museums, cultural spaces and centenary palaces will constantly appear in our path in this route full of tradition, spectacular monuments and popular flavor. We start from the surroundings of the Serranos Towers, in the heart of the old town of Valencia, Ciutat Vella district. Then, we will cross the old bed of the Turia River, today known as the Turia Garden, to visit some of the most representative places of this heritage route, and finish in the Callo Caballeros. Most of this route takes place in the popular Barrio de Carmen and its surroundings."
Torres de Quart - Temple,"Pasado y presente se dan la mano en este recorrido que se plantea entre las Torres de Quart y el Palacio del Temple. Nuestro itinerario transcurre principalmente por el distrito de Ciutat Vella, por el casco viejo de Valencia a través de barrios como E","Past and present go hand in hand in this tour that takes place between the Torres de Quart and the Palacio del Temple. Our itinerary runs mainly through the district of Ciutat Vella, through the old town of Valencia through neighborhoods like E","Passat i present es donen la mà en aquest recorregut que es planteja entre les Torres de Quart i el Palau del Temple. El nostre itinerari transcorre principalment pel districte de Ciutat Vella, pel casc vell de València a través de barris com a E",420,baja,Jardín Botánico,Jardines del Real,https://cultural.valencia.es/wp-content/uploads/2018/10/torres-de-quart-logotipo.jpg,https://cultural.valencia.es/es/ruta/torres-de-quart-temple/,peu,Patrimonial,"Jardines del Real Pasado y presente se dan la mano en este recorrido que se plantea entre las Torres de Quart y el Palacio del Temple. Nuestro itinerario transcurre principalmente por el distrito de Ciutat Vella, por el casco viejo de València a través de barrios como El Botánico, Carme, La Sede y El Mercado.Recorreremos algunas de las calles más antiguas y con más tradición de la ciudad, tendremos ocasión de admirar restos de la antigua muralla islámica y de visitar alguno de los monumentos más emblemáticos para el pueblo valenciano.Palacios señoriales, mercados, antiguas puertas de la muralla medieval que siguen siendo testigos de la vida cotidiana de los valencianos, la Catedral, la Basílica de la Virgen de los Desamparados, antiguas iglesias fundacionales de la ciudad, vestigios de un pasado romano, monumentos de nuestro Siglo de Oro y otras joyas de nuestro patrimonio cultural.","Jardins del ReialPassat i present es donen la mà en aquest recorregut que es planteja entre les Torres de Quart i el Palau del Temple.El nostre itinerari transcorre principalment pel districte de Ciutat Vella, pel casc vell de València a través de barris com El Botànic, El Carme, La Seu i El Mercat.Recorrerem algunes dels carrers més antics i amb més tradició de la ciutat, tindrem ocasió d’admirar restes de l’antiga muralla islàmica i de visitar algun dels monuments més emblemàtics per al poble valencià.Palaus senyorials, mercats, antigues portes de la muralla medieval que segueixen sent testimonis de la vida quotidiana dels valencians, la Catedral, la Basílica de la Verge dels Desemparats, antigues esglésies fundacionals de la ciutat, vestigis d’un passat romà, monuments del nostre Segle d’Or i altres joies del nostre patrimoni cultural.","Jardines del Real Past and present go hand in hand in this tour that takes place between the Quart Towers and the Palacio del Temple. Our itinerary runs mainly through the district of Ciutat Vella, through the old town of Valencia through neighborhoods such as El Botanico, Carme, La Sede and El Mercado, through some of the oldest and most traditional streets of the city, we will have the opportunity to admire the remains of the old Islamic wall and visit some of the most emblematic monuments for the Valencian people. Stately palaces, markets, ancient gates of the medieval wall that are still witnesses of the daily life of the Valencians, the Cathedral, the Basilica of the Virgen de los Desamparados, ancient churches foundations of the city, vestiges of a Roman past, monuments of our Golden Age and other jewels of our cultural heritage"
